Day - Draw, Date, Pick 3, Pick 4, Pick 5, Classic Lotto, Kicker, Rolling Cash 5, Mega Millions, Powerball, Lucky For Life
THU - MID, 10/7/2021, 658, 8099, 92275, , , , , ,
THU - EVE, 10/7/2021, 883, 4596, 49814, , , 7 18 23 25 32 $100000.00, , ,2 7 21 34 41 +50
FRI - MID, 10/8/2021, 023, 6044, 24523, , , , , ,
FRI - EVE, 10/8/2021, 104, 6327, 57178, , , 8 13 21 31 32 $110000.00, 21 24 36 40 70 +22 x5 $60.00 M/0, ,6 22 24 29 46 +10
SAT - MID, 10/9/2021, 978, 8216, 76284, , , , , ,
SAT - EVE, 10/9/2021, 571, 6386, 75068, 15 16 17 32 33 48 $14.70 M/0, 027313, 4 13 18 23 31 $120000.00, , 12 17 30 45 62 +5 x2 $31.00 M/0,12 27 28 30 33 +90
SUN - MID, 10/10/2021, 600, 1138, 01737, , , , , ,
SUN - EVE, 10/10/2021, 051, 4180, 97699, , , 13 19 20 30 32 $100000.00, , ,7 23 27 33 43 +150
MON - MID, 10/11/2021, 698, 0742, 76626, , , , , ,
MON - EVE, 10/11/2021, 144, 7107, 81704, 13 15 23 41 42 43 $14.90 M/0, 769152, 2 3 6 11 32 $110000.00, , 11 20 33 39 65 +24 x3 $38.00 M/0,4 17 20 22 40 +90
TUE - MID, 10/12/2021, 756, 0160, 02126, , , , , ,
TUE - EVE, 10/12/2021, 974, 0850, 97001, , , 1 3 12 14 15 $120000.00, 21 26 56 61 65 +4 x3 $73.00 M/0, ,1 6 8 25 31 +170
WED - MID, 10/13/2021, 306, 3405, 04665, , , , , ,
WED - EVE, 10/13/2021, 440, 0120, 81582, 15 16 17 29 39 40 $15.00 M/0, 895332, 9 18 19 21 38 $130000.00, , 23 29 47 59 60 +15 x2 $50.00 M/0,13 16 18 23 33 +170
THU - MID, 10/14/2021, 565, 0172, 70359, , , , , ,
THU - EVE, 10/14/2021, 598, 1367, 37157, , , 4 8 24 32 35 $140000.00, , ,20 28 32 38 45 +50
FRI - MID, 10/15/2021, 884, 7443, 73095, , , , , ,
FRI - EVE, 10/15/2021, 594, 0342, 56932, , , 1 5 21 22 37 $150000.00, 3 20 31 34 65 +18 x3 $84.00 M/0, ,5 15 21 32 45 +60
SAT - MID, 10/16/2021, 886, 2711, 76438, , , , , ,
SAT - EVE, 10/16/2021, 620, 5569, 64080, 9 12 13 20 24 46 $15.10 M/0, 662956, 4 9 11 16 27 $182000.00, , 30 31 41 42 48 +3 x3 $60.00 M/0,20 33 38 39 40 +60
SUN - MID, 10/17/2021, 839, 5583, 63763, , , , , ,
SUN - EVE, 10/17/2021, 088, 0993, 72028, , , 8 12 13 18 30 $200000.00, , ,5 11 24 42 43 +30
MON - MID, 10/18/2021, 055, 3745, 69434, , , , , ,
MON - EVE, 10/18/2021, 747, 0373, 64587, 6 11 12 26 33 36 $15.20 M/0, 646373, 9 33 34 36 37 $232000.00, , 30 32 48 53 63 +12 x2 $65.00 M/0,9 17 18 25 47 +160
TUE - MID, 10/19/2021, 216, 8647, 65120, , , , , ,
TUE - EVE, 10/19/2021, 940, 4548, 80389, , , 9 20 23 25 29 $280000.00, 3 12 13 19 52 +1 x3 $94.00 M/0, ,1 8 22 28 44 +70
WED - MID, 10/20/2021, 915, 5387, 35561, , , , , ,
WED - EVE, 10/20/2021, 348, 2797, 49996, 10 27 28 32 43 46 $15.30 M/0, 062305, 10 26 28 31 35 $326000.00, , 7 29 36 41 43 +5 x2 $73.00 M/0,6 20 21 31 42 +30
THU - MID, 10/21/2021, 346, 3627, 88368, , , , , ,
THU - EVE, 10/21/2021, 263, 4037, 38918, , , 11 17 19 27 38 $389000.00, , ,6 13 17 25 28 +20
FRI - MID, 10/22/2021, 980, 9256, 52771, , , , , ,
FRI - EVE, 10/22/2021, 019, 0080, 71408, , , 5 7 8 23 29 $100000.00, 9 14 26 29 66 +22 x3 $108.00 M/1, ,1 3 14 21 28 +100
SAT - MID, 10/23/2021, 279, 1112, 28364, , , , , ,
SAT - EVE, 10/23/2021, 666, 5929, 14544, 12 22 31 34 42 49 $15.50 M/0, 156840, 6 21 27 28 30 $110000.00, , 10 30 51 57 63 +20 x2 $86.00 M/0,5 12 19 33 44 +60
SUN - MID, 10/24/2021, 376, 7054, 04055, , , , , ,
SUN - EVE, 10/24/2021, 525, 9870, 50572, , , 7 17 28 33 39 $120000.00, , ,3 20 21 32 38 +60
MON - MID, 10/25/2021, 945, 5396, 53486, , , , , ,
MON - EVE, 10/25/2021, 655, 6716, 28710, 2 12 30 34 38 47 $15.60 M/0, 646250, 2 19 20 26 31 $130000.00, , 10 27 29 44 58 +24 x2 $93.00 M/0,13 25 27 35 39 +90
TUE - MID, 10/26/2021, 509, 0293, 12658, , , , , ,
TUE - EVE, 10/26/2021, 281, 3533, 77077, , , 6 15 16 26 27 $140000.00, 6 14 19 56 62 +9 x4 $20.00 M/0, ,9 11 15 25 37 +70
WED - MID, 10/27/2021, 108, 9794, 52414, , , , , ,
WED - EVE, 10/27/2021, 776, 7238, 72227, 6 12 38 39 41 44 $15.70 M/0, 710174, 5 18 27 31 33 $150000.00, , 3 6 26 35 51 +17 x4 $102.00 M/0,14 23 39 42 44 +170
THU - MID, 10/28/2021, 755, 7789, 89439, , , , , ,
THU - EVE, 10/28/2021, 436, 0181, 44303, , , 8 10 17 33 35 $177000.00, , ,21 23 24 44 46 +130
FRI - MID, 10/29/2021, 973, 9281, 61825, , , , , ,
FRI - EVE, 10/29/2021, 232, 3700, 57808, , , 15 19 22 26 38 $100000.00, 15 26 28 35 45 +4 x3 $22.00 M/0, ,1 14 24 42 45 +90
SAT - MID, 10/30/2021, 191, 7569, 26077, , , , , ,
SAT - EVE, 10/30/2021, 286, 6672, 89373, 8 14 24 31 33 44 $15.90 M/0, 639268, 2 5 17 25 29 $110000.00, , 5 23 28 43 56 +19 x2 $116.00 M/0,5 19 22 36 37 +100
SUN - MID, 10/31/2021, 719, 5251, 82709, , , , , ,
SUN - EVE, 10/31/2021, 262, 1471, 82772, , , 2 6 11 15 28 $120000.00, , ,5 7 11 21 29 +150
MON - MID, 11/1/2021, 563, 2303, 15624, , , , , ,
MON - EVE, 11/1/2021, 811, 1366, 44860, 9 16 20 31 40 44 $16.00 M/0, 126551, 10 25 27 31 32 $130000.00, , 9 25 34 44 45 +8 x3 $123.00 M/0,4 27 28 29 47 +80
TUE - MID, 11/2/2021, 298, 9197, 11975, , , , , ,
TUE - EVE, 11/2/2021, 454, 4823, 56056, , , 6 11 12 18 26 $140000.00, 5 10 26 58 65 +9 x2 $26.00 M/0, ,8 19 26 38 39 +60
WED - MID, 11/3/2021, 068, 8908, 31272, , , , , ,
WED - EVE, 11/3/2021, 594, 0873, 43237, 2 18 30 45 47 49 $16.10 M/0, 136867, 3 14 24 28 32 $150000.00, , 1 2 24 50 57 +26 x2 $132.00 M/0,7 19 25 32 45 +30
THU - MID, 11/4/2021, 572, 6139, 84375, , , , , ,
THU - EVE, 11/4/2021, 816, 9363, 15591, , , 6 15 19 21 26 $176000.00, , ,6 9 12 23 41 +80
FRI - MID, 11/5/2021, 707, 9639, 87605, , , , , ,
FRI - EVE, 11/5/2021, 981, 1854, 57688, , , 6 13 27 29 32 $211000.00, 10 15 20 66 68 +18 x2 $36.00 M/0, ,1 2 11 35 40 +10
SAT - MID, 11/6/2021, 169, 3849, 97255, , , , , ,
SAT - EVE, 11/6/2021, 099, 9081, 68589, 9 13 19 20 26 37 $16.20 M/0, 565516, 2 15 21 30 35 $100000.00, , 8 30 48 57 64 +9 x2 $146.00 M/0,23 24 27 32 33 +100
SUN - MID, 11/7/2021, 564, 1528, 89815, , , , , ,
SUN - EVE, 11/7/2021, 592, 6830, 28618, , , 1 6 11 25 28 $110000.00, , ,15 18 24 30 42 +100
MON - MID, 11/8/2021, 659, 4870, 59958, , , , , ,
MON - EVE, 11/8/2021, 160, 4853, 24522, 7 21 22 32 39 43 $16.40 M/0, 505410, 2 21 28 29 33 $120000.00, , 21 46 47 57 62 +8 x3 $151.00 M/0,23 24 33 40 43 +140
TUE - MID, 11/9/2021, 355, 4170, 71776, , , , , ,
TUE - EVE, 11/9/2021, 280, 7407, 22291, , , 3 7 15 20 24 $130000.00, 9 14 16 26 49 +14 x3 $45.00 M/0, ,5 9 10 12 34 +150
WED - MID, 11/10/2021, 757, 8560, 01863, , , , , ,
WED - EVE, 11/10/2021, 402, 5207, 68723, 1 10 14 19 35 47 $16.50 M/0, 258721, 15 16 20 25 31 $140000.00, , 19 25 43 46 48 +14 x2 $160.00 M/0,7 8 20 35 47 +10
THU - MID, 11/11/2021, 509, 3868, 41113, , , , , ,
THU - EVE, 11/11/2021, 601, 0080, 85630, , , 6 17 30 33 37 $100000.00, , ,21 27 34 36 47 +150
FRI - MID, 11/12/2021, 594, 9269, 89124, , , , , ,
FRI - EVE, 11/12/2021, 167, 1461, 21301, , , 5 6 7 18 30 $110000.00, 30 32 42 46 48 +15 x2 $53.00 M/0, ,7 15 21 22 35 +120
SAT - MID, 11/13/2021, 985, 3749, 47997, , , , , ,
SAT - EVE, 11/13/2021, 716, 0935, 60328, 1 24 30 38 41 48 $16.60 M/0, 682997, 2 12 13 14 28 $120000.00, , 8 15 26 35 45 +9 x3 $173.00 M/0,1 29 33 36 38 +50
SUN - MID, 11/14/2021, 930, 2014, 58764, , , , , ,
SUN - EVE, 11/14/2021, 714, 9508, 11842, , , 1 6 18 19 25 $130000.00, , ,1 8 21 22 27 +110
MON - MID, 11/15/2021, 833, 0374, 91449, , , , , ,
MON - EVE, 11/15/2021, 036, 4775, 59444, 8 9 18 26 32 46 $16.80 M/0, 029291, 8 16 18 20 28 $140000.00, , 5 31 34 51 53 +23 x2 $180.00 M/0,5 12 14 28 34 +30
TUE - MID, 11/16/2021, 464, 6198, 60411, , , , , ,
TUE - EVE, 11/16/2021, 394, 4896, 19488, , , 3 4 8 28 31 $150000.00, 6 22 44 53 65 +3 x3 $63.00 M/0, ,1 12 23 30 47 +20
WED - MID, 11/17/2021, 965, 6753, 09113, , , , , ,
WED - EVE, 11/17/2021, 186, 3885, 29038, 16 20 21 24 31 46 $16.90 M/0, 241487, 8 11 19 25 30 $100000.00, , 3 16 48 52 60 +1 x3 $190.00 M/0,7 11 24 28 29 +90
THU - MID, 11/18/2021, 428, 9836, 21514, , , , , ,
THU - EVE, 11/18/2021, 783, 8340, 55211, , , 2 3 4 12 29 $100000.00, , ,10 32 36 42 46 +160
FRI - MID, 11/19/2021, 666, 5988, 39721, , , , , ,
FRI - EVE, 11/19/2021, 794, 4121, 05237, , , 12 13 26 29 34 $100000.00, 5 23 52 53 59 +18 x5 $74.00 M/0, ,3 4 9 19 40 +110
SAT - MID, 11/20/2021, 156, 3352, 34353, , , , , ,
SAT - EVE, 11/20/2021, 543, 5536, 96992, 24 26 30 44 48 49 $17.00 M/0, 682043, 5 8 13 15 17 $110000.00, , 40 43 48 59 69 +19 x3 $205.00 M/0,12 22 24 26 30 +110
SUN - MID, 11/21/2021, 459, 9277, 49166, , , , , ,
SUN - EVE, 11/21/2021, 183, 0640, 12663, , , 10 27 29 31 38 $120000.00, , ,3 11 17 20 28 +50
MON - MID, 11/22/2021, 158, 2509, 86107, , , , , ,
MON - EVE, 11/22/2021, 326, 6978, 97801, 10 19 35 41 47 49 $17.20 M/0, 289417, 11 15 19 30 39 $130000.00, , 7 20 29 38 67 +22 x2 $213.00 M/0,5 7 8 14 35 +80
TUE - MID, 11/23/2021, 366, 4299, 17166, , , , , ,
TUE - EVE, 11/23/2021, 025, 6990, 25427, , , 11 15 23 28 36 $140000.00, 7 24 54 57 58 +6 x3 $83.00 M/0, ,6 11 14 16 41 +140
WED - MID, 11/24/2021, 570, 0982, 15372, , , , , ,
WED - EVE, 11/24/2021, 718, 2228, 74985, 14 27 28 29 38 48 $17.30 M/0, 528709, 16 17 21 29 34 $152000.00, , 10 16 32 63 65 +17 x2 $224.00 M/0,5 6 9 29 30 +40
THU - MID, 11/25/2021, 635, 5562, 00708, , , , , ,
THU - EVE, 11/25/2021, 347, 1918, 92981, , , 4 11 17 22 33 $192000.00, , ,10 12 14 36 41 +110
FRI - MID, 11/26/2021, 513, 8662, 54838, , , , , ,
FRI - EVE, 11/26/2021, 520, 1558, 17725, , , 2 4 14 36 38 $100000.00, 7 27 37 42 59 +2 x2 $94.00 M/0, ,1 13 20 34 48 +90
SAT - MID, 11/27/2021, 826, 2307, 25918, , , , , ,
SAT - EVE, 11/27/2021, 539, 5056, 98049, 1 7 9 11 18 35 $17.40 M/0, 138177, 4 6 12 23 32 $110000.00, , 8 32 55 64 66 +10 x2 $243.00 M/0,2 6 7 11 19 +10
SUN - MID, 11/28/2021, 725, 2859, 09841, , , , , ,
SUN - EVE, 11/28/2021, 969, 3178, 77221, , , 5 6 7 9 11 $120000.00, , ,9 14 24 29 30 +70
MON - MID, 11/29/2021, 681, 8357, 84609, , , , , ,
MON - EVE, 11/29/2021, 966, 5121, 16755, 2 20 30 31 34 48 $17.50 M/0, 580435, 14 15 18 21 28 $100000.00, , 18 26 28 38 47 +17 x2 $253.00 M/0,16 17 22 25 29 +130
TUE - MID, 11/30/2021, 412, 1227, 89171, , , , , ,
TUE - EVE, 11/30/2021, 780, 6917, 04958, , , 27 31 34 35 37 $100000.00, 7 8 26 30 39 +17 x2 $102.00 M/0, ,9 25 29 40 42 +140
WED - MID, 12/1/2021, 509, 1622, 00510, , , , , ,
WED - EVE, 12/1/2021, 600, 6959, 71014, 3 4 11 13 21 31 $17.70 M/0, 540738, 5 6 23 25 38 $110000.00, , 12 15 38 57 63 +24 x2 $264.00 M/0,4 6 32 36 40 +80
THU - MID, 12/2/2021, 411, 6448, 00867, , , , , ,
THU - EVE, 12/2/2021, 512, 2184, 07654, , , 1 4 12 31 35 $120000.00, , ,8 23 29 34 48 +10
FRI - MID, 12/3/2021, 733, 7228, 38736, , , , , ,
FRI - EVE, 12/3/2021, 549, 2815, 99580, , , 1 2 12 27 35 $130000.00, 22 45 48 58 61 +13 x5 $112.00 M/0, ,3 12 14 25 44 +70
SAT - MID, 12/4/2021, 058, 3702, 41954, , , , , ,
SAT - EVE, 12/4/2021, 114, 8058, 65002, 12 18 20 22 29 32 $17.80 M/0, 584599, 2 4 19 29 30 $140000.00, , 10 40 45 56 67 +2 x2 $278.00 M/0,9 18 23 30 47 +160
SUN - MID, 12/5/2021, 070, 4400, 81050, , , , , ,
SUN - EVE, 12/5/2021, 213, 1703, 69928, , , 17 21 24 25 27 $158000.00, , ,7 14 18 19 41 +70
MON - MID, 12/6/2021, 565, 2448, 94677, , , , , ,
MON - EVE, 12/6/2021, 524, 9155, 07289, 10 17 23 32 37 40 $17.90 M/0, 495576, 1 11 29 30 38 $187000.00, , 3 21 38 50 59 +6 x3 $280.00 M/0,1 8 11 26 39 +100
TUE - MID, 12/7/2021, 423, 8453, 38460, , , , , ,
TUE - EVE, 12/7/2021, 289, 7216, 31514, , , 13 16 19 27 36 $224000.00, 1 7 40 43 68 +1 x2 $122.00 M/0, ,24 31 41 43 44 +150
WED - MID, 12/8/2021, 369, 0109, 87617, , , , , ,
WED - EVE, 12/8/2021, 412, 3237, 19468, 3 20 29 42 44 48 $18.00 M/0, 333040, 3 5 15 23 24 $100000.00, , 3 7 33 50 69 +24 x2 $291.00 M/0,5 20 24 40 43 +160
THU - MID, 12/9/2021, 164, 0934, 85608, , , , , ,
THU - EVE, 12/9/2021, 862, 0492, 13129, , , 18 20 26 31 39 $110000.00, , ,8 21 23 25 41 +160
FRI - MID, 12/10/2021, 463, 3604, 92524, , , , , ,
FRI - EVE, 12/10/2021, 696, 1976, 49828, , , 15 16 22 31 39 $120000.00, 23 25 40 42 60 +8 x2 $135.00 M/0, ,23 29 35 36 39 +80
SAT - MID, 12/11/2021, 687, 3952, 50133, , , , , ,
SAT - EVE, 12/11/2021, 551, 0327, 49951, 6 9 19 36 39 40 $18.10 M/0, 849713, 7 21 24 33 39 $130000.00, , 3 25 44 53 64 +10 x2 $307.00 M/0,8 9 16 31 44 +170
SUN - MID, 12/12/2021, 663, 1212, 61795, , , , , ,
SUN - EVE, 12/12/2021, 238, 3838, 25435, , , 11 13 29 30 33 $100000.00, , ,7 21 35 41 44 +170
MON - MID, 12/13/2021, 989, 5409, 41613, , , , , ,
MON - EVE, 12/13/2021, 897, 3759, 49225, 1 3 23 32 40 43 $18.30 M/0, 882539, 7 13 20 26 30 $110000.00, , 10 30 37 53 59 +4 x2 $320.00 M/0,3 9 20 24 43 +160
TUE - MID, 12/14/2021, 265, 2544, 24181, , , , , ,
TUE - EVE, 12/14/2021, 466, 9465, 97827, , , 1 2 13 32 39 $120000.00, 33 35 44 55 69 +20 x3 $148.00 M/0, ,10 23 24 28 45 +180
WED - MID, 12/15/2021, 095, 2257, 99931, , , , , ,
WED - EVE, 12/15/2021, 729, 5337, 22315, 12 27 28 32 34 42 $18.40 M/0, 923596, 12 15 16 26 35 $130000.00, , 19 20 40 42 59 +15 x3 $333.00 M/0,10 23 26 30 39 +70
THU - MID, 12/16/2021, 968, 2219, 18784, , , , , ,
THU - EVE, 12/16/2021, 689, 2290, 02682, , , 15 16 19 26 37 $100000.00, , ,8 10 17 38 48 +40
FRI - MID, 12/17/2021, 318, 1447, 58175, , , , , ,
FRI - EVE, 12/17/2021, 696, 2565, 48457, , , 2 5 6 16 19 $110000.00, 21 32 38 48 62 +10 x3 $160.00 M/0, ,6 7 25 28 45 +160
SAT - MID, 12/18/2021, 620, 8643, 09726, , , , , ,
SAT - EVE, 12/18/2021, 463, 7063, 13147, 7 21 29 30 31 40 $18.50 M/0, 335674, 11 12 22 32 33 $120000.00, , 2 6 24 51 61 +1 x2 $353.00 M/0,4 7 27 43 44 +60
SUN - MID, 12/19/2021, 169, 4495, 26351, , , , , ,
SUN - EVE, 12/19/2021, 512, 7223, 64364, , , 1 3 31 35 39 $100000.00, , ,9 16 42 44 48 +140
MON - MID, 12/20/2021, 268, 3643, 36344, , , , , ,
MON - EVE, 12/20/2021, 638, 6820, 56786, 5 8 9 13 16 27 $18.70 M/0, 127529, 2 3 5 12 24 $110000.00, , 2 13 23 34 66 +2 x4 $363.00 M/0,17 21 31 35 45 +60
TUE - MID, 12/21/2021, 284, 7531, 91974, , , , , ,
TUE - EVE, 12/21/2021, 389, 6623, 45762, , , 5 9 11 19 30 $120000.00, 25 31 58 64 67 +24 x3 $171.00 M/0, ,2 10 18 26 31 +140
WED - MID, 12/22/2021, 085, 9458, 11480, , , , , ,
WED - EVE, 12/22/2021, 354, 6656, 31214, 3 5 8 25 28 43 $18.80 M/0, 852990, 7 20 27 29 32 $130000.00, , 7 16 19 48 68 +15 x2 $378.00 M/0,4 29 32 35 46 +170
THU - MID, 12/23/2021, 741, 0901, 01882, , , , , ,
THU - EVE, 12/23/2021, 859, 5621, 66703, , , 4 9 11 13 36 $100000.00, , ,18 20 22 24 35 +130
FRI - MID, 12/24/2021, 232, 7090, 42662, , , , , ,
FRI - EVE, 12/24/2021, 433, 5560, 82331, , , 12 20 34 36 38 $110000.00, 16 17 25 36 37 +16 x2 $187.00 M/0, ,2 9 22 38 42 +80
SAT - MID, 12/25/2021, 173, 7907, 50749, , , , , ,
SAT - EVE, 12/25/2021, 433, 3105, 29348, 12 13 14 16 24 26 $18.90 M/0, 079029, 4 7 13 30 34 $100000.00, , 27 29 45 55 58 +2 x3 $400.00 M/0,2 5 7 29 44 +80
SUN - MID, 12/26/2021, 001, 9516, 40463, , , , , ,
SUN - EVE, 12/26/2021, 367, 9518, 68089, , , 1 11 17 21 33 $110000.00, , ,4 16 27 28 46 +90
MON - MID, 12/27/2021, 191, 2551, 08512, , , , , ,
MON - EVE, 12/27/2021, 057, 0100, 75099, 6 7 12 18 33 36 $19.00 M/0, 922410, 1 5 22 29 35 $100000.00, , 36 38 45 62 64 +19 x2 $416.00 M/0,12 14 28 37 47 +80
TUE - MID, 12/28/2021, 618, 4358, 38718, , , , , ,
TUE - EVE, 12/28/2021, 350, 4936, 11907, , , 4 8 11 18 22 $110000.00, 3 5 8 31 38 +4 x3 $201.00 M/0, ,4 6 14 33 41 +90
WED - MID, 12/29/2021, 467, 6735, 76758, , , , , ,
WED - EVE, 12/29/2021, 992, 9888, 40290, 1 5 32 38 43 46 $19.10 M/0, 204151, 4 10 22 29 37 $120000.00, , 2 6 9 33 39 +11 x2 $441.00 M/0,9 19 21 33 48 +80
THU - MID, 12/30/2021, 478, 7929, 64397, , , , , ,
THU - EVE, 12/30/2021, 145, 8857, 25660, , , 11 14 23 34 35 $130000.00, , ,7 15 19 26 32 +90
FRI - MID, 12/31/2021, 245, 1668, 01085, , , , , ,
FRI - EVE, 12/31/2021, 727, 9494, 62923, , , 15 17 20 34 35 $140000.00, 2 5 30 46 61 +8 x3 $221.00 M/0, ,19 36 37 39 41 +80
